index,rssi,snr,sf
0,-63,8.25,7
1,-66,9.50,7
2,-65,9.50,7
3,-64,9.25,7
4,-64,9.75,7
5,-66,9.50,7
6,-64,9.25,7
7,-64,9.50,7
8,-65,9.75,7
9,-78,9.50,7
10,-72,8.75,7
11,-67,12.50,7
12,-69,9.75,7
13,-68,9.50,7
14,-66,9.50,7
15,-67,9.50,7
16,-68,9.75,7
17,-69,9.50,7
18,-68,9.50,7
19,-68,9.50,7
20,-68,9.75,7
21,-67,9.50,7
22,-67,9.75,7
23,-68,10.00,7
24,-68,9.25,7
25,-68,9.50,7
26,-68,9.50,7
27,-68,9.25,7
28,-67,9.50,7
29,-68,9.50,7
30,-67,9.50,7
31,-69,9.50,7
32,-69,9.50,7
33,-66,9.50,7
34,-66,9.50,7
35,-67,9.25,7
36,-68,9.50,7
37,-70,9.25,7
38,-69,9.75,7
39,-64,8.50,7
40,-67,9.50,7
41,-68,9.50,7
42,-68,9.50,7
43,-68,9.50,7
44,-65,9.25,7
45,-67,9.25,7
46,-67,9.50,7
47,-67,9.50,7
48,-67,9.25,7
49,-67,9.50,7
50,-66,12.25,8
51,-66,11.75,8
52,-67,11.75,8
53,-68,12.25,8
54,-66,12.25,8
55,-67,12.00,8
56,-68,12.00,8
58,-66,11.00,8
59,-66,11.00,8
60,-66,11.00,8
61,-68,12.00,8
62,-68,12.00,8
63,-67,12.00,8
64,-68,12.00,8
65,-69,12.00,8
66,-68,12.00,8
67,-68,11.75,8
68,-67,12.00,8
69,-66,11.00,8
70,-67,11.75,8
71,-68,11.75,8
72,-68,11.75,8
73,-67,11.75,8
74,-67,12.25,8
75,-67,12.00,8
76,-63,10.25,8
77,-67,11.75,8
78,-68,12.00,8
79,-69,12.00,8
80,-69,12.00,8
81,-68,11.75,8
82,-68,12.00,8
83,-69,12.25,8
84,-68,12.00,8
85,-64,11.25,8
86,-69,12.00,8
87,-68,12.00,8
88,-67,11.75,8
89,-66,12.00,8
90,-67,12.00,8
91,-66,10.75,8
92,-68,11.75,8
93,-66,12.00,8
94,-63,11.25,8
95,-68,12.00,8
96,-68,11.75,8
97,-66,12.25,8
98,-71,10.25,8
99,-69,11.75,8
100,-70,10.50,9
101,-66,13.75,9
102,-66,13.75,9
103,-67,13.50,9
104,-67,13.50,9
105,-66,13.75,9
106,-66,13.75,9
107,-66,13.75,9
108,-65,11.25,9
109,-67,13.50,9
110,-61,11.25,9
111,-67,13.75,9
112,-66,14.00,9
113,-69,13.00,9
114,-70,10.25,9
115,-66,13.50,9
116,-66,13.75,9
117,-69,12.00,9
118,-68,13.75,9
119,-67,13.50,9
120,-67,13.50,9
121,-68,13.75,9
122,-68,13.25,9
123,-68,13.25,9
124,-67,13.50,9
125,-66,13.25,9
126,-68,13.50,9
127,-67,14.00,9
128,-68,13.25,9
129,-67,13.50,9
130,-67,13.50,9
131,-68,13.25,9
132,-68,13.75,9
133,-67,13.75,9
134,-67,13.75,9
135,-66,13.50,9
136,-66,13.50,9
137,-63,12.25,9
138,-66,13.75,9
139,-67,13.25,9
140,-66,13.75,9
141,-65,12.75,9
142,-67,13.25,9
143,-69,10.50,9
144,-66,13.50,9
145,-68,13.50,9
146,-68,13.75,9
147,-68,13.75,9
148,-69,10.00,9
149,-70,10.75,9
150,-71,10.25,10
151,-69,12.25,10
152,-68,13.50,10
153,-68,12.00,10
154,-68,13.50,10
155,-68,13.25,10
156,-67,13.75,10
157,-68,13.50,10
158,-64,13.25,10
159,-68,12.50,10
160,-69,11.75,10
161,-68,13.25,10
162,-68,13.75,10
163,-68,12.50,10
164,-68,13.00,10
165,-70,10.75,10
166,-67,14.00,10
167,-68,13.50,10
168,-68,13.50,10
169,-68,13.50,10
170,-67,13.50,10
171,-67,13.75,10
172,-68,13.50,10
173,-67,13.75,10
174,-67,14.00,10
175,-67,14.00,10
176,-68,13.75,10
177,-67,14.00,10
178,-67,13.75,10
179,-67,13.75,10
180,-67,13.75,10
181,-67,13.75,10
182,-68,13.50,10
183,-68,13.50,10
184,-68,13.75,10
185,-67,14.00,10
186,-68,13.50,10
187,-68,13.50,10
188,-67,13.75,10
189,-68,13.50,10
190,-68,13.75,10
191,-68,13.75,10
192,-67,14.00,10
193,-66,13.50,10
194,-68,13.50,10
195,-67,14.00,10
196,-68,13.75,10
197,-68,13.25,10
198,-68,13.75,10
199,-69,12.25,10
200,-69,10.50,11
201,-87,9.50,11
202,-70,10.50,11
203,-69,11.25,11
204,-71,10.00,11
205,-69,11.00,11
206,-67,9.50,11
207,-69,11.00,11
208,-69,12.25,11
209,-68,10.25,11
210,-68,12.75,11
211,-70,10.50,11
212,-69,12.25,11
213,-68,10.75,11
214,-69,11.75,11
215,-69,12.00,11
216,-69,11.25,11
217,-69,11.75,11
218,-69,11.00,11
219,-69,11.75,11
220,-69,11.25,11
221,-69,11.50,11
222,-69,11.50,11
223,-69,11.75,11
224,-69,11.25,11
225,-69,11.50,11
226,-69,11.75,11
227,-69,11.25,11
228,-69,12.00,11
229,-69,12.50,11
230,-69,12.50,11
231,-69,11.25,11
232,-69,12.00,11
233,-69,12.50,11
234,-69,11.75,11
235,-70,10.75,11
236,-70,11.25,11
237,-69,11.75,11
238,-68,12.25,11
239,-70,11.75,11
240,-69,12.25,11
241,-70,11.50,11
242,-70,10.75,11
243,-69,12.00,11
244,-69,11.25,11
245,-71,10.25,11
246,-69,12.50,11
247,-69,12.00,11
248,-70,10.75,11
249,-70,11.50,11
250,-69,8.75,12
251,-69,8.75,12
252,-69,8.75,12
253,-69,9.25,12
254,-68,8.75,12
255,-69,9.25,12
256,-68,9.50,12
257,-68,9.25,12
258,-68,9.50,12
259,-68,10.25,12
260,-69,9.00,12
261,-69,9.50,12
262,-68,9.25,12
263,-68,10.75,12
264,-68,10.75,12
393,-65,12.50,8
394,-66,12.00,8
395,-65,12.25,8
396,-66,12.00,8
397,-66,12.25,8
398,-66,12.25,8
399,-66,12.50,8
400,-68,13.25,9
401,-66,13.75,9
402,-67,13.50,9
403,-67,13.75,9
404,-66,13.75,9
405,-66,13.75,9
406,-66,13.50,9
407,-66,14.00,9
408,-67,13.25,9
409,-67,13.50,9
410,-67,13.75,9
411,-67,13.50,9
412,-67,13.50,9
413,-67,13.75,9
414,-64,11.50,9
415,-69,13.75,9
416,-65,13.00,9
417,-66,13.75,9
418,-67,13.25,9
419,-68,13.25,9
420,-67,13.75,9
421,-66,13.50,9
422,-68,13.50,9
423,-68,13.25,9
424,-70,11.25,9
425,-69,12.75,9
426,-68,14.00,9
427,-67,13.50,9
428,-68,13.50,9
429,-68,13.25,9
430,-67,13.25,9
431,-67,13.75,9
432,-67,13.00,9
433,-68,13.75,9
434,-68,13.00,9
435,-69,13.50,9
436,-68,13.25,9
437,-68,13.25,9
438,-68,13.25,9
439,-68,13.25,9
440,-68,13.50,9
441,-67,12.50,9
442,-67,13.50,9
443,-66,13.75,9
444,-68,13.00,9
445,-66,13.75,9
446,-66,13.50,9
447,-67,13.50,9
448,-68,13.75,9
449,-67,13.75,9
450,-68,13.25,10
451,-67,14.00,10
452,-68,13.00,10
453,-68,13.50,10
454,-68,13.75,10
455,-67,13.75,10
456,-67,13.75,10
457,-69,12.00,10
458,-68,13.75,10
459,-68,14.00,10
460,-68,13.75,10
461,-68,13.75,10
462,-68,14.00,10
463,-66,12.50,10
464,-68,13.50,10
465,-68,13.25,10
466,-68,12.75,10
467,-68,13.50,10
468,-68,13.75,10
469,-68,13.75,10
470,-67,14.00,10
471,-67,13.75,10
472,-67,13.75,10
473,-67,13.75,10
474,-69,13.00,10
475,-68,11.75,10
476,-67,14.00,10
477,-68,13.75,10
478,-69,11.50,10
479,-68,13.50,10
480,-67,13.75,10
481,-68,13.75,10
482,-69,11.75,10
483,-63,11.00,10
484,-67,14.25,10
485,-67,14.00,10
486,-67,13.25,10
487,-66,11.25,10
488,-66,11.50,10
489,-66,11.50,10
490,-66,10.25,10
491,-66,11.75,10
492,-66,14.25,10
493,-66,11.75,10
494,-66,11.50,10
495,-66,10.75,10
496,-67,13.75,10
497,-68,13.00,10
498,-67,14.00,10
499,-66,11.75,10
500,-67,8.50,11
501,-70,10.75,11
502,-70,11.00,11
503,-68,12.75,11
504,-69,11.75,11
505,-69,10.50,11
506,-68,12.75,11
507,-68,11.75,11
508,-69,11.25,11
509,-67,9.25,11
510,-67,9.50,11
511,-68,10.75,11
512,-70,11.25,11
513,-70,11.25,11
514,-70,11.50,11
515,-69,11.75,11
516,-69,12.00,11
517,-69,11.50,11
518,-69,11.25,11
519,-69,12.50,11
520,-67,10.00,11
521,-68,11.50,11
522,-68,11.00,11
523,-69,11.75,11
524,-70,10.75,11
525,-70,11.00,11
526,-68,10.00,11
527,-71,10.50,11
528,-70,10.50,11
529,-71,10.50,11
530,-71,10.50,11
531,-67,12.00,11
532,-68,13.25,11
533,-69,11.75,11
534,-69,12.50,11
535,-69,12.75,11
536,-70,11.75,11
537,-69,10.00,11
538,-69,12.00,11
539,-71,10.50,11
540,-68,11.25,11
541,-69,12.50,11
542,-70,11.75,11
543,-70,9.75,11
544,-71,11.00,11
545,-69,11.75,11
546,-71,10.75,11
547,-71,11.00,11
548,-72,10.25,11
549,-69,11.50,11
550,-68,8.25,12
551,-68,8.50,12
552,-70,8.25,12
553,-70,8.50,12
554,-69,8.50,12
555,-70,8.25,12
556,-70,9.00,12
557,-71,9.25,12
558,-68,10.00,12
559,-68,8.75,12
560,-68,8.75,12
561,-68,10.00,12
562,-68,10.50,12
563,-68,12.50,12
564,-68,12.00,12
565,-67,10.25,12
566,-68,8.50,12
567,-68,9.00,12
568,-69,8.50,12
569,-70,9.75,12
570,-68,9.75,12
571,-67,9.75,12
572,-68,10.00,12
573,-69,10.25,12
574,-68,10.00,12
575,-68,9.50,12
576,-68,11.25,12
577,-68,8.00,12
578,-69,12.75,12
579,-68,11.00,12
580,-69,10.50,12
581,-68,10.75,12
582,-67,9.00,12
583,-70,10.50,12
584,-70,10.00,12
585,-70,9.75,12
586,-70,10.00,12
587,-70,8.50,12
588,-70,8.25,12
589,-70,9.00,12
590,-68,10.25,12
591,-68,11.50,12
592,-68,9.00,12
593,-68,10.25,12
594,-68,12.75,12
595,-67,9.50,12
596,-67,10.00,12
597,-65,10.25,12
598,-68,9.00,12
599,-70,9.00,12
600,-67,9.00,7
601,-66,10.50,7
602,-65,9.50,7
603,-66,9.50,7
604,-65,9.50,7
605,-65,9.75,7
606,-65,9.50,7
607,-65,9.75,7
608,-66,12.00,7
609,-65,9.50,7
610,-65,9.75,7
611,-65,9.50,7
612,-66,9.75,7
613,-65,9.50,7
614,-65,9.50,7
615,-65,9.75,7
616,-65,9.50,7
617,-64,9.25,7
618,-65,10.75,7
619,-65,9.75,7
620,-65,10.00,7
621,-65,9.75,7
622,-65,10.00,7
623,-65,10.00,7
624,-65,9.75,7
625,-67,9.50,7
626,-66,9.25,7
627,-65,12.50,7
628,-66,9.50,7
629,-67,9.50,7
630,-67,9.75,7
631,-67,9.75,7
632,-66,10.00,7
633,-66,9.50,7
634,-66,10.25,7
635,-67,9.50,7
636,-66,9.50,7
637,-67,9.75,7
638,-67,12.00,7
639,-65,9.50,7
640,-67,10.00,7
641,-66,9.50,7
642,-66,9.50,7
643,-65,10.00,7
644,-65,9.50,7
645,-65,9.75,7
646,-65,9.50,7
647,-65,9.50,7
648,-65,9.50,7
649,-65,9.75,7
650,-66,12.25,8
651,-66,11.75,8
652,-65,12.25,8
653,-66,12.25,8
654,-68,12.25,8
655,-67,12.00,8
656,-68,11.75,8
657,-67,11.75,8
658,-68,12.00,8
659,-67,12.25,8
660,-68,12.50,8
661,-67,12.25,8
662,-67,12.25,8
663,-66,12.50,8
664,-66,12.50,8
665,-66,12.25,8
666,-64,11.00,8
667,-66,12.25,8
668,-66,12.25,8
669,-66,12.25,8
670,-66,12.25,8
671,-66,11.75,8
672,-66,12.50,8
673,-66,12.25,8
674,-65,12.00,8
675,-65,12.25,8
676,-66,12.25,8
677,-67,12.00,8
678,-66,12.25,8
679,-66,12.00,8
680,-68,12.00,8
681,-68,11.25,8
682,-66,12.00,8
683,-67,12.25,8
684,-66,12.00,8
685,-65,12.25,8
686,-64,11.75,8
687,-65,12.50,8
688,-65,12.00,8
689,-64,10.25,8
690,-64,12.00,8
691,-64,11.50,8
692,-64,11.75,8
693,-65,12.25,8
694,-66,12.00,8
695,-65,11.50,8
696,-65,12.00,8
697,-64,10.75,8
698,-66,12.50,8
