,RSSI,SNR,Freq,Prx,PL,Location,lat,long,Nb_floor,wall,Dist
268,-96,9,868100000,-96,116,loc_14,33.8656837,35.5632446,3,3,47.83448969
269,-95,8.2,868300000,-95,115,loc_14,33.8656837,35.5632446,3,3,47.83448969
270,-94,9.5,868100000,-94,114,loc_14,33.8656837,35.5632446,3,3,47.83448969
271,-89,10.5,868300000,-89,109,loc_14,33.8656837,35.5632446,3,3,47.83448969
272,-108,7.8,868300000,-108,128,loc_14,33.8656837,35.5632446,3,3,47.83448969
273,-85,9,868300000,-85,105,loc_14,33.8656837,35.5632446,3,3,47.83448969
274,-96,9.2,868300000,-96,116,loc_15,33.8656314,35.5631648,3,3,54.96333509
275,-95,7.5,868500000,-95,115,loc_15,33.8656314,35.5631648,3,3,54.96333509
276,-99,6.8,868500000,-99,119,loc_15,33.8656314,35.5631648,3,3,54.96333509
277,-95,8,868300000,-95,115,loc_15,33.8656314,35.5631648,3,3,54.96333509
278,-93,6.8,868500000,-93,113,loc_15,33.8656314,35.5631648,3,3,54.96333509
279,-92,7.2,868500000,-92,112,loc_15,33.8656314,35.5631648,3,3,54.96333509
280,-94,3.5,868500000,-94,114,loc_15,33.8656314,35.5631648,3,3,54.96333509
281,-97,9.8,868300000,-97,117,loc_15,33.8656314,35.5631648,3,3,54.96333509
282,-91,9.5,868100000,-91,111,loc_15,33.8656314,35.5631648,3,3,54.96333509
283,-96,9.5,868300000,-96,116,loc_15,33.8656314,35.5631648,3,3,54.96333509
284,-102,2.2,868300000,-102,122,loc_15,33.8656314,35.5631648,3,3,54.96333509
285,-92,9.8,868100000,-92,112,loc_15,33.8656314,35.5631648,3,3,54.96333509
286,-105,7.5,868500000,-105,125,loc_15,33.8656314,35.5631648,3,3,54.96333509
287,-108,6,868300000,-108,128,loc_15,33.8656314,35.5631648,3,3,54.96333509
288,-94,10.2,868300000,-94,114,loc_15,33.8656314,35.5631648,3,3,54.96333509
289,-96,10.2,868100000,-96,116,loc_15,33.8656314,35.5631648,3,3,54.96333509
290,-94,8.8,868500000,-94,114,loc_15,33.8656314,35.5631648,3,3,54.96333509
291,-91,10,868100000,-91,111,loc_15,33.8656314,35.5631648,3,3,54.96333509
292,-93,5.8,868500000,-93,113,loc_15,33.8656314,35.5631648,3,3,54.96333509
293,-92,10.5,868300000,-92,112,loc_15,33.8656314,35.5631648,3,3,54.96333509
294,-88,10.5,868100000,-88,108,loc_16,33.8656275,35.5629387,3,1,75.84364346
295,-89,10,868100000,-89,109,loc_16,33.8656275,35.5629387,3,1,75.84364346
296,-88,10,868100000,-88,108,loc_16,33.8656275,35.5629387,3,1,75.84364346
297,-85,8,868500000,-85,105,loc_16,33.8656275,35.5629387,3,1,75.84364346
298,-87,10.2,868300000,-87,107,loc_16,33.8656275,35.5629387,3,1,75.84364346
299,-88,9.8,868100000,-88,108,loc_16,33.8656275,35.5629387,3,1,75.84364346
300,-91,9,868100000,-91,111,loc_16,33.8656275,35.5629387,3,1,75.84364346
301,-85,8.2,868500000,-85,105,loc_16,33.8656275,35.5629387,3,1,75.84364346
302,-89,10,868300000,-89,109,loc_16,33.8656275,35.5629387,3,1,75.84364346
303,-88,10.5,868100000,-88,108,loc_16,33.8656275,35.5629387,3,1,75.84364346
304,-85,8,868500000,-85,105,loc_16,33.8656275,35.5629387,3,1,75.84364346
305,-88,10.2,868100000,-88,108,loc_16,33.8656275,35.5629387,3,1,75.84364346
306,-90,9.8,868100000,-90,110,loc_16,33.8656275,35.5629387,3,1,75.84364346
307,-86,9.5,868300000,-86,106,loc_16,33.8656275,35.5629387,3,1,75.84364346
308,-89,9.2,868500000,-89,109,loc_16,33.8656275,35.5629387,3,1,75.84364346
309,-87,8.2,868500000,-87,107,loc_16,33.8656275,35.5629387,3,1,75.84364346
310,-88,10.5,868300000,-88,108,loc_16,33.8656275,35.5629387,3,1,75.84364346
311,-86,10.2,868300000,-86,106,loc_16,33.8656275,35.5629387,3,1,75.84364346
312,-89,10.5,868300000,-89,109,loc_16,33.8656275,35.5629387,3,1,75.84364346
313,-89,10.5,868100000,-89,109,loc_16,33.8656275,35.5629387,3,1,75.84364346
314,-97,9.8,868100000,-97,117,loc_17,33.865619,35.5628387,4,2,85.09598847
315,-97,6.2,868300000,-97,117,loc_17,33.865619,35.5628387,4,2,85.09598847
316,-100,8.2,868300000,-100,120,loc_17,33.865619,35.5628387,4,2,85.09598847
317,-97,6.5,868300000,-97,117,loc_17,33.865619,35.5628387,4,2,85.09598847
318,-99,7.2,868500000,-99,119,loc_17,33.865619,35.5628387,4,2,85.09598847
319,-98,9.2,868100000,-98,118,loc_17,33.865619,35.5628387,4,2,85.09598847
320,-97,6.2,868500000,-97,117,loc_17,33.865619,35.5628387,4,2,85.09598847
321,-99,9,868100000,-99,119,loc_17,33.865619,35.5628387,4,2,85.09598847
322,-101,7.8,868500000,-101,121,loc_17,33.865619,35.5628387,4,2,85.09598847
323,-97,8,868300000,-97,117,loc_17,33.865619,35.5628387,4,2,85.09598847
324,-99,7.2,868500000,-99,119,loc_17,33.865619,35.5628387,4,2,85.09598847
325,-100,9.8,868100000,-100,120,loc_17,33.865619,35.5628387,4,2,85.09598847
326,-101,7.8,868500000,-101,121,loc_17,33.865619,35.5628387,4,2,85.09598847
327,-100,8.8,868100000,-100,120,loc_17,33.865619,35.5628387,4,2,85.09598847
328,-100,6.5,868300000,-100,120,loc_17,33.865619,35.5628387,4,2,85.09598847
329,-97,9.2,868300000,-97,117,loc_17,33.865619,35.5628387,4,2,85.09598847
330,-96,7.5,868500000,-96,116,loc_17,33.865619,35.5628387,4,2,85.09598847
331,-100,7.5,868500000,-100,120,loc_17,33.865619,35.5628387,4,2,85.09598847
332,-100,7,868500000,-100,120,loc_17,33.865619,35.5628387,4,2,85.09598847
333,-98,9.2,868100000,-98,118,loc_17,33.865619,35.5628387,4,2,85.09598847
334,-97,6.5,868500000,-97,117,loc_18,33.8656187,35.5627363,4,3,94.54824108
335,-102,9.2,868100000,-102,122,loc_18,33.8656187,35.5627363,4,3,94.54824108
336,-101,7,868500000,-101,121,loc_18,33.8656187,35.5627363,4,3,94.54824108
337,-99,9.2,868100000,-99,119,loc_18,33.8656187,35.5627363,4,3,94.54824108
338,-99,10,868300000,-99,119,loc_18,33.8656187,35.5627363,4,3,94.54824108
339,-100,9.2,868100000,-100,120,loc_18,33.8656187,35.5627363,4,3,94.54824108
340,-96,7.8,868300000,-96,116,loc_18,33.8656187,35.5627363,4,3,94.54824108
341,-99,8,868300000,-99,119,loc_18,33.8656187,35.5627363,4,3,94.54824108
342,-97,8.5,868300000,-97,117,loc_18,33.8656187,35.5627363,4,3,94.54824108
343,-103,9.5,868100000,-103,123,loc_18,33.8656187,35.5627363,4,3,94.54824108
344,-95,7.5,868500000,-95,115,loc_18,33.8656187,35.5627363,4,3,94.54824108
345,-96,6.5,868500000,-96,116,loc_18,33.8656187,35.5627363,4,3,94.54824108
346,-97,9,868100000,-97,117,loc_18,33.8656187,35.5627363,4,3,94.54824108
347,-99,9.2,868300000,-99,119,loc_18,33.8656187,35.5627363,4,3,94.54824108
348,-95,7,868500000,-95,115,loc_18,33.8656187,35.5627363,4,3,94.54824108
349,-98,8.8,868100000,-98,118,loc_18,33.8656187,35.5627363,4,3,94.54824108
350,-95,7,868100000,-95,115,loc_18,33.8656187,35.5627363,4,3,94.54824108
351,-99,8.8,868100000,-99,119,loc_18,33.8656187,35.5627363,4,3,94.54824108
352,-96,7.2,868500000,-96,116,loc_18,33.8656187,35.5627363,4,3,94.54824108
353,-93,9,868300000,-93,113,loc_19,33.8656756,35.5627073,4,3,97.27669586
354,-92,10.8,868100000,-92,112,loc_19,33.8656756,35.5627073,4,3,97.27669586
355,-93,9.5,868300000,-93,113,loc_19,33.8656756,35.5627073,4,3,97.27669586
356,-97,9,868100000,-97,117,loc_19,33.8656756,35.5627073,4,3,97.27669586
357,-101,8.2,868100000,-101,121,loc_19,33.8656756,35.5627073,4,3,97.27669586
358,-96,5.5,868500000,-96,116,loc_19,33.8656756,35.5627073,4,3,97.27669586
359,-88,7.8,868500000,-88,108,loc_19,33.8656756,35.5627073,4,3,97.27669586
360,-95,9.2,868100000,-95,115,loc_19,33.8656756,35.5627073,4,3,97.27669586
361,-90,8.2,868300000,-90,110,loc_19,33.8656756,35.5627073,4,3,97.27669586
362,-97,9,868500000,-97,117,loc_19,33.8656756,35.5627073,4,3,97.27669586
363,-95,7.8,868500000,-95,115,loc_19,33.8656756,35.5627073,4,3,97.27669586
364,-91,8.2,868500000,-91,111,loc_19,33.8656756,35.5627073,4,3,97.27669586
365,-91,7,868500000,-91,111,loc_19,33.8656756,35.5627073,4,3,97.27669586
366,-91,6.2,868500000,-91,111,loc_19,33.8656756,35.5627073,4,3,97.27669586
367,-92,8.2,868500000,-92,112,loc_19,33.8656756,35.5627073,4,3,97.27669586
368,-95,9.8,868300000,-95,115,loc_19,33.8656756,35.5627073,4,3,97.27669586
369,-90,8.5,868300000,-90,110,loc_19,33.8656756,35.5627073,4,3,97.27669586
370,-93,11.2,868100000,-93,113,loc_19,33.8656756,35.5627073,4,3,97.27669586
371,-96,8.5,868300000,-96,116,loc_19,33.8656756,35.5627073,4,3,97.27669586
372,-111,2.8,868500000,-111,131,loc_20,33.8653578,35.5628269,4,2,91.69020133
373,-106,3,868500000,-106,126,loc_20,33.8653578,35.5628269,4,2,91.69020133
374,-113,2,868300000,-113,133,loc_20,33.8653578,35.5628269,4,2,91.69020133
375,-114,0,868100000,-114,134,loc_20,33.8653578,35.5628269,4,2,91.69020133
376,-111,-8,868500000,-119,139,loc_20,33.8653578,35.5628269,4,2,91.69020133
377,-107,4,868500000,-107,127,loc_20,33.8653578,35.5628269,4,2,91.69020133
378,-109,4,868500000,-109,129,loc_20,33.8653578,35.5628269,4,2,91.69020133
379,-112,1,868100000,-112,132,loc_20,33.8653578,35.5628269,4,2,91.69020133
380,-109,0.5,868300000,-109,129,loc_20,33.8653578,35.5628269,4,2,91.69020133
381,-112,2.8,868100000,-112,132,loc_20,33.8653578,35.5628269,4,2,91.69020133
382,-109,0.8,868300000,-109,129,loc_20,33.8653578,35.5628269,4,2,91.69020133
383,-106,4,868500000,-106,126,loc_20,33.8653578,35.5628269,4,2,91.69020133
384,-105,4.5,868500000,-105,125,loc_20,33.8653578,35.5628269,4,2,91.69020133
385,-106,4.8,868500000,-106,126,loc_20,33.8653578,35.5628269,4,2,91.69020133
386,-108,1,868300000,-108,128,loc_20,33.8653578,35.5628269,4,2,91.69020133
387,-106,-0.5,868300000,-106.5,126.5,loc_20,33.8653578,35.5628269,4,2,91.69020133
388,-113,1.8,868100000,-113,133,loc_20,33.8653578,35.5628269,4,2,91.69020133
389,-105,5,868500000,-105,125,loc_20,33.8653578,35.5628269,4,2,91.69020133
390,-109,3,868100000,-109,129,loc_20,33.8653578,35.5628269,4,2,91.69020133
391,-109,-4,868100000,-113,133,loc_21,33.8653601,35.5630281,3,2,74.39944499
392,-115,3.5,868500000,-115,135,loc_21,33.8653601,35.5630281,3,2,74.39944499
393,-103,7.5,868300000,-103,123,loc_21,33.8653601,35.5630281,3,2,74.39944499
394,-111,-1.5,868500000,-112.5,132.5,loc_21,33.8653601,35.5630281,3,2,74.39944499
395,-106,9.5,868100000,-106,126,loc_21,33.8653601,35.5630281,3,2,74.39944499
396,-102,-0.2,868300000,-102.2,122.2,loc_21,33.8653601,35.5630281,3,2,74.39944499
397,-119,-9.8,868100000,-128.8,148.8,loc_21,33.8653601,35.5630281,3,2,74.39944499
398,-108,-12,868300000,-120,140,loc_21,33.8653601,35.5630281,3,2,74.39944499
399,-110,6,868500000,-110,130,loc_21,33.8653601,35.5630281,3,2,74.39944499
400,-104,-1.8,868300000,-105.8,125.8,loc_21,33.8653601,35.5630281,3,2,74.39944499
401,-103,4.8,868500000,-103,123,loc_21,33.8653601,35.5630281,3,2,74.39944499
402,-110,6.8,868300000,-110,130,loc_21,33.8653601,35.5630281,3,2,74.39944499
403,-101,9,868300000,-101,121,loc_21,33.8653601,35.5630281,3,2,74.39944499
404,-95,9.8,868100000,-95,115,loc_21,33.8653601,35.5630281,3,2,74.39944499
405,-102,6.2,868100000,-102,122,loc_21,33.8653601,35.5630281,3,2,74.39944499
406,-94,8,868500000,-94,114,loc_22,33.8653704,35.563205,3,2,59.36814916
407,-101,4,868300000,-101,121,loc_22,33.8653704,35.563205,3,2,59.36814916
408,-101,6.2,868300000,-101,121,loc_22,33.8653704,35.563205,3,2,59.36814916
409,-99,8.8,868100000,-99,119,loc_22,33.8653704,35.563205,3,2,59.36814916
410,-107,6.8,868500000,-107,127,loc_22,33.8653704,35.563205,3,2,59.36814916
411,-101,1.8,868500000,-101,121,loc_22,33.8653704,35.563205,3,2,59.36814916
412,-102,8.5,868100000,-102,122,loc_22,33.8653704,35.563205,3,2,59.36814916
413,-99,3.2,868300000,-99,119,loc_22,33.8653704,35.563205,3,2,59.36814916
414,-101,8.5,868100000,-101,121,loc_22,33.8653704,35.563205,3,2,59.36814916
415,-100,6.5,868500000,-100,120,loc_22,33.8653704,35.563205,3,2,59.36814916
416,-101,8,868100000,-101,121,loc_22,33.8653704,35.563205,3,2,59.36814916
417,-101,8.5,868100000,-101,121,loc_22,33.8653704,35.563205,3,2,59.36814916
418,-100,7.5,868100000,-100,120,loc_22,33.8653704,35.563205,3,2,59.36814916
419,-102,9,868100000,-102,122,loc_22,33.8653704,35.563205,3,2,59.36814916
420,-103,7.5,868100000,-103,123,loc_22,33.8653704,35.563205,3,2,59.36814916
421,-101,6.2,868500000,-101,121,loc_22,33.8653704,35.563205,3,2,59.36814916
422,-101,2.5,868300000,-101,121,loc_22,33.8653704,35.563205,3,2,59.36814916
423,-105,4.8,868500000,-105,125,loc_22,33.8653704,35.563205,3,2,59.36814916
424,-101,8.8,868100000,-101,121,loc_22,33.8653704,35.563205,3,2,59.36814916
425,-100,5.8,868500000,-100,120,loc_22,33.8653704,35.563205,3,2,59.36814916
426,-87,9.8,868100000,-87,107,loc_23,33.8653862,35.5633743,2,2,45.43836367
427,-89,8.2,868500000,-89,109,loc_23,33.8653862,35.5633743,2,2,45.43836367
428,-91,8,868500000,-91,111,loc_23,33.8653862,35.5633743,2,2,45.43836367
429,-93,10.2,868100000,-93,113,loc_23,33.8653862,35.5633743,2,2,45.43836367
430,-91,9.2,868100000,-91,111,loc_23,33.8653862,35.5633743,2,2,45.43836367
431,-90,9.5,868100000,-90,110,loc_23,33.8653862,35.5633743,2,2,45.43836367
432,-91,8,868100000,-91,111,loc_23,33.8653862,35.5633743,2,2,45.43836367
433,-88,7.5,868300000,-88,108,loc_23,33.8653862,35.5633743,2,2,45.43836367
434,-88,8.8,868300000,-88,108,loc_23,33.8653862,35.5633743,2,2,45.43836367
435,-89,10,868100000,-89,109,loc_23,33.8653862,35.5633743,2,2,45.43836367
436,-87,8.2,868500000,-87,107,loc_23,33.8653862,35.5633743,2,2,45.43836367
437,-90,9.5,868100000,-90,110,loc_23,33.8653862,35.5633743,2,2,45.43836367
438,-90,8.8,868300000,-90,110,loc_23,33.8653862,35.5633743,2,2,45.43836367
439,-88,9,868300000,-88,108,loc_23,33.8653862,35.5633743,2,2,45.43836367
440,-87,8,868300000,-87,107,loc_23,33.8653862,35.5633743,2,2,45.43836367
441,-88,10,868100000,-88,108,loc_23,33.8653862,35.5633743,2,2,45.43836367
442,-88,10.5,868300000,-88,108,loc_23,33.8653862,35.5633743,2,2,45.43836367
443,-87,7.2,868500000,-87,107,loc_23,33.8653862,35.5633743,2,2,45.43836367
444,-89,10,868300000,-89,109,loc_23,33.8653862,35.5633743,2,2,45.43836367
445,-85,9.5,868300000,-85,105,loc_23,33.8653862,35.5633743,2,2,45.43836367
446,-81,10.2,868100000,-81,101,loc_24,33.8653893,35.5635372,2,2,34.64503523
447,-82,8,868500000,-82,102,loc_24,33.8653893,35.5635372,2,2,34.64503523
448,-85,8.5,868500000,-85,105,loc_24,33.8653893,35.5635372,2,2,34.64503523
449,-100,2.8,868500000,-100,120,loc_24,33.8653893,35.5635372,2,2,34.64503523
450,-83,8.8,868100000,-83,103,loc_24,33.8653893,35.5635372,2,2,34.64503523
451,-83,8,868500000,-83,103,loc_24,33.8653893,35.5635372,2,2,34.64503523
452,-87,10.2,868100000,-87,107,loc_24,33.8653893,35.5635372,2,2,34.64503523
453,-82,8.2,868500000,-82,102,loc_24,33.8653893,35.5635372,2,2,34.64503523
454,-85,10.2,868100000,-85,105,loc_24,33.8653893,35.5635372,2,2,34.64503523
455,-81,8.2,868500000,-81,101,loc_24,33.8653893,35.5635372,2,2,34.64503523
456,-83,9.2,868300000,-83,103,loc_24,33.8653893,35.5635372,2,2,34.64503523
457,-83,9,868300000,-83,103,loc_24,33.8653893,35.5635372,2,2,34.64503523
458,-85,7.8,868100000,-85,105,loc_24,33.8653893,35.5635372,2,2,34.64503523
459,-88,9.5,868300000,-88,108,loc_24,33.8653893,35.5635372,2,2,34.64503523
460,-93,9.5,868100000,-93,113,loc_24,33.8653893,35.5635372,2,2,34.64503523
461,-83,8.5,868100000,-83,103,loc_24,33.8653893,35.5635372,2,2,34.64503523
462,-82,9.8,868100000,-82,102,loc_24,33.8653893,35.5635372,2,2,34.64503523
463,-78,7.5,868500000,-78,98,loc_24,33.8653893,35.5635372,2,2,34.64503523
464,-78,8.2,868500000,-78,98,loc_24,33.8653893,35.5635372,2,2,34.64503523
465,-87,10,868300000,-87,107,loc_25,33.8653953,35.5637258,2,2,27.39201435
466,-84,9.5,868500000,-84,104,loc_25,33.8653953,35.5637258,2,2,27.39201435
467,-93,8.8,868500000,-93,113,loc_25,33.8653953,35.5637258,2,2,27.39201435
468,-88,9.8,868100000,-88,108,loc_25,33.8653953,35.5637258,2,2,27.39201435
469,-91,10.8,868100000,-91,111,loc_25,33.8653953,35.5637258,2,2,27.39201435
470,-88,11.2,868100000,-88,108,loc_25,33.8653953,35.5637258,2,2,27.39201435
471,-91,9.5,868500000,-91,111,loc_25,33.8653953,35.5637258,2,2,27.39201435
472,-88,9.2,868500000,-88,108,loc_25,33.8653953,35.5637258,2,2,27.39201435
473,-84,10.2,868300000,-84,104,loc_25,33.8653953,35.5637258,2,2,27.39201435
474,-93,5.2,868300000,-93,113,loc_25,33.8653953,35.5637258,2,2,27.39201435
475,-83,8,868500000,-83,103,loc_25,33.8653953,35.5637258,2,2,27.39201435
476,-94,9.8,868100000,-94,114,loc_25,33.8653953,35.5637258,2,2,27.39201435
477,-91,8,868500000,-91,111,loc_25,33.8653953,35.5637258,2,2,27.39201435
478,-103,9.2,868100000,-103,123,loc_25,33.8653953,35.5637258,2,2,27.39201435
479,-87,9.5,868500000,-87,107,loc_25,33.8653953,35.5637258,2,2,27.39201435
480,-102,9.5,868500000,-102,122,loc_25,33.8653953,35.5637258,2,2,27.39201435
481,-84,7.5,868300000,-84,104,loc_25,33.8653953,35.5637258,2,2,27.39201435
482,-95,10.5,868100000,-95,115,loc_25,33.8653953,35.5637258,2,2,27.39201435
483,-89,10.5,868100000,-89,109,loc_25,33.8653953,35.5637258,2,2,27.39201435
484,-92,7.8,868500000,-92,112,loc_25,33.8653953,35.5637258,2,2,27.39201435
485,-73,11,868100000,-73,93,loc_26,33.8653975,35.5638354,2,2,27.84895522
486,-89,9.8,868100000,-89,109,loc_26,33.8653975,35.5638354,2,2,27.84895522
487,-88,8.8,868100000,-88,108,loc_26,33.8653975,35.5638354,2,2,27.84895522
488,-77,9,868300000,-77,97,loc_26,33.8653975,35.5638354,2,2,27.84895522
489,-88,10.2,868100000,-88,108,loc_26,33.8653975,35.5638354,2,2,27.84895522
490,-87,9.8,868100000,-87,107,loc_26,33.8653975,35.5638354,2,2,27.84895522
491,-83,7.2,868500000,-83,103,loc_26,33.8653975,35.5638354,2,2,27.84895522
492,-78,8.8,868100000,-78,98,loc_26,33.8653975,35.5638354,2,2,27.84895522
493,-79,7.8,868500000,-79,99,loc_26,33.8653975,35.5638354,2,2,27.84895522
494,-83,8.2,868500000,-83,103,loc_26,33.8653975,35.5638354,2,2,27.84895522
495,-87,8.5,868500000,-87,107,loc_26,33.8653975,35.5638354,2,2,27.84895522
496,-95,9.5,868300000,-95,115,loc_26,33.8653975,35.5638354,2,2,27.84895522
497,-78,9.8,868300000,-78,98,loc_26,33.8653975,35.5638354,2,2,27.84895522
498,-83,9.5,868300000,-83,103,loc_26,33.8653975,35.5638354,2,2,27.84895522
499,-86,10,868100000,-86,106,loc_26,33.8653975,35.5638354,2,2,27.84895522
500,-76,10.5,868100000,-76,96,loc_26,33.8653975,35.5638354,2,2,27.84895522
501,-81,10,868100000,-81,101,loc_26,33.8653975,35.5638354,2,2,27.84895522
502,-77,7.8,868500000,-77,97,loc_26,33.8653975,35.5638354,2,2,27.84895522
503,-81,9.8,868100000,-81,101,loc_26,33.8653975,35.5638354,2,2,27.84895522
504,-57,10.2,868100000,-57,77,loc_44,33.8655687,35.5637937,1,1,8.516922459
505,-53,7.8,868100000,-53,73,loc_44,33.8655687,35.5637937,1,1,8.516922459
506,-53,8.8,868100000,-53,73,loc_44,33.8655687,35.5637937,1,1,8.516922459
507,-54,7.2,868500000,-54,74,loc_44,33.8655687,35.5637937,1,1,8.516922459
508,-54,7.8,868500000,-54,74,loc_44,33.8655687,35.5637937,1,1,8.516922459
509,-52,8.2,868500000,-52,72,loc_44,33.8655687,35.5637937,1,1,8.516922459
510,-55,8,868500000,-55,75,loc_44,33.8655687,35.5637937,1,1,8.516922459
511,-53,9.5,868300000,-53,73,loc_44,33.8655687,35.5637937,1,1,8.516922459
512,-55,8.5,868500000,-55,75,loc_44,33.8655687,35.5637937,1,1,8.516922459
513,-51,8.2,868500000,-51,71,loc_44,33.8655687,35.5637937,1,1,8.516922459
514,-54,11.8,868300000,-54,74,loc_44,33.8655687,35.5637937,1,1,8.516922459
515,-52,8.8,868500000,-52,72,loc_44,33.8655687,35.5637937,1,1,8.516922459
516,-53,10.2,868100000,-53,73,loc_44,33.8655687,35.5637937,1,1,8.516922459
517,-59,10.8,868300000,-59,79,loc_44,33.8655687,35.5637937,1,1,8.516922459
518,-57,8.8,868100000,-57,77,loc_44,33.8655687,35.5637937,1,1,8.516922459
519,-53,8.5,868500000,-53,73,loc_44,33.8655687,35.5637937,1,1,8.516922459
520,-54,9.2,868100000,-54,74,loc_44,33.8655687,35.5637937,1,1,8.516922459
521,-53,8.5,868500000,-53,73,loc_44,33.8655687,35.5637937,1,1,8.516922459
522,-53,9.8,868100000,-53,73,loc_44,33.8655687,35.5637937,1,1,8.516922459
523,-52,8,868500000,-52,72,loc_44,33.8655687,35.5637937,1,1,8.516922459
524,-64,10.8,868100000,-64,84,loc_45,33.8654289,35.5638032,1,1,23.80972384
525,-61,10.8,868300000,-61,81,loc_45,33.8654289,35.5638032,1,1,23.80972384
526,-63,10.8,868100000,-63,83,loc_45,33.8654289,35.5638032,1,1,23.80972384
527,-59,7.2,868500000,-59,79,loc_45,33.8654289,35.5638032,1,1,23.80972384
528,-61,6.8,868500000,-61,81,loc_45,33.8654289,35.5638032,1,1,23.80972384
529,-60,8,868300000,-60,80,loc_45,33.8654289,35.5638032,1,1,23.80972384
